sentence,aspect_term,sentiment,source_file
  Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,negative,Laptop_Train_v2.csv
"It has no camera but, I can always buy and install one easy.",camera,conflict,Laptop_Train_v2.csv
"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,positive,Laptop_Train_v2.csv
The AMD Turin processor seems to always perform so much better than Intel.,AMD Turin processor,positive,Laptop_Train_v2.csv
The AMD Turin processor seems to always perform so much better than Intel.,Intel,negative,Laptop_Train_v2.csv
  After that the said it was under warranty.,warranty,neutral,Laptop_Train_v2.csv
The start menu is not the easiest thing to navigate due to the stacking.,start menu,negative,Laptop_Train_v2.csv
The start menu is not the easiest thing to navigate due to the stacking.,navigate,negative,Laptop_Train_v2.csv
Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,negative,Laptop_Train_v2.csv
The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,negative,Laptop_Train_v2.csv
"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,negative,Laptop_Train_v2.csv
Really like the textured surface which shows no fingerprints.,surface,positive,Laptop_Train_v2.csv
The screen is bright and the keyboard is nice;,screen,positive,Laptop_Train_v2.csv
The screen is bright and the keyboard is nice;,keyboard,positive,Laptop_Train_v2.csv
But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,positive,Laptop_Train_v2.csv
But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X,positive,Laptop_Train_v2.csv
"High price tag, however.",price tag,negative,Laptop_Train_v2.csv
"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS,positive,Laptop_Train_v2.csv
"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,negative,Laptop_Train_v2.csv
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,negative,Laptop_Train_v2.csv
It is easy to use and lightweight.,use,positive,Laptop_Train_v2.csv
I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help,positive,Laptop_Train_v2.csv
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,positive,Laptop_Train_v2.csv
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,neutral,Laptop_Train_v2.csv
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,neutral,Laptop_Train_v2.csv
This laptop is a great price and has a sleek look.,price,positive,Laptop_Train_v2.csv
This laptop is a great price and has a sleek look.,look,positive,Laptop_Train_v2.csv
I especially like the keyboard which has chiclet type keys.,keyboard,positive,Laptop_Train_v2.csv
I especially like the keyboard which has chiclet type keys.,keys,positive,Laptop_Train_v2.csv
Small screen somewhat limiting but great for travel.,screen,conflict,Laptop_Train_v2.csv
Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,negative,Laptop_Train_v2.csv
"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,negative,Laptop_Train_v2.csv
The gray color was a good choice.,gray color,positive,Laptop_Train_v2.csv
I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,negative,Laptop_Train_v2.csv
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,processor,negative,Laptop_Train_v2.csv
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,computing,negative,Laptop_Train_v2.csv
I bought a protector for my key pad and it works great :),protector,neutral,Laptop_Train_v2.csv
I bought a protector for my key pad and it works great :),key pad,positive,Laptop_Train_v2.csv
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,positive,Laptop_Train_v2.csv
It seems they could have updated XP and done without creating Vista.,XP,positive,Laptop_Train_v2.csv
It seems they could have updated XP and done without creating Vista.,Vista,negative,Laptop_Train_v2.csv
"  It is easy to use, fast and has great graphics for the money.",graphics,positive,Laptop_Train_v2.csv
"  It is easy to use, fast and has great graphics for the money.",use,positive,Laptop_Train_v2.csv
I like how the Mac OS is so simple and easy to use.,Mac OS,positive,Laptop_Train_v2.csv
I like how the Mac OS is so simple and easy to use.,use,positive,Laptop_Train_v2.csv
"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support,positive,Laptop_Train_v2.csv
"I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.",Geek Squad,positive,Laptop_Train_v2.csv
only good thing is the graphics quality.,graphics quality,positive,Laptop_Train_v2.csv
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",Appleworks,negative,Laptop_Train_v2.csv
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",browser,negative,Laptop_Train_v2.csv
The paint wears off easily due to the keyboard being farther back than usual.,paint,negative,Laptop_Train_v2.csv
The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative,Laptop_Train_v2.csv
I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,neutral,Laptop_Train_v2.csv
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty,positive,Laptop_Train_v2.csv
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrentys,negative,Laptop_Train_v2.csv
I always use a backup hard disk to store important files at all times.,hard disk,neutral,Laptop_Train_v2.csv
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",CD drive,negative,Laptop_Train_v2.csv
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",running,negative,Laptop_Train_v2.csv
But the screen size is not that bad for email and web browsing.,screen size,positive,Laptop_Train_v2.csv
But the screen size is not that bad for email and web browsing.,web browsing,neutral,Laptop_Train_v2.csv
Once I removed all the software the laptop loads in 15-20 seconds.,software,negative,Laptop_Train_v2.csv
Once I removed all the software the laptop loads in 15-20 seconds.,loads,neutral,Laptop_Train_v2.csv
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative,Laptop_Train_v2.csv
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,external mouse,neutral,Laptop_Train_v2.csv
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative,Laptop_Train_v2.csv
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,negative,Laptop_Train_v2.csv
"Obviously one of the most important features of any computer is the ""human interface.",features,neutral,Laptop_Train_v2.csv
