sentence,aspect_term,sentiment,source_file
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative,data/semeval_2014_absa.csv
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,Mozzilla firfox,positive,data/semeval_2014_absa.csv
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",Bluetooth,negative,data/semeval_2014_absa.csv
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,negative,data/semeval_2014_absa.csv
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,negative,data/semeval_2014_absa.csv
"Great battery, speed, display.",battery,positive,data/semeval_2014_absa.csv
"Great battery, speed, display.",speed,positive,data/semeval_2014_absa.csv
"Great battery, speed, display.",display,positive,data/semeval_2014_absa.csv
"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,positive,data/semeval_2014_absa.csv
I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,positive,data/semeval_2014_absa.csv
I've been impressed with the battery life and the performance for such a small amount of memory.,performance,positive,data/semeval_2014_absa.csv
I've been impressed with the battery life and the performance for such a small amount of memory.,memory,negative,data/semeval_2014_absa.csv
"It's applications are terrific, including the replacements for Microsoft office.",applications,positive,data/semeval_2014_absa.csv
"It's applications are terrific, including the replacements for Microsoft office.",Microsoft office,positive,data/semeval_2014_absa.csv
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution,negative,data/semeval_2014_absa.csv
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,negative,data/semeval_2014_absa.csv
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,negative,data/semeval_2014_absa.csv
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,negative,data/semeval_2014_absa.csv
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,negative,data/semeval_2014_absa.csv
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,negative,data/semeval_2014_absa.csv
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,negative,data/semeval_2014_absa.csv
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,negative,data/semeval_2014_absa.csv
Is this partially due to the fact that it is running Windows Vista?,Windows Vista,neutral,data/semeval_2014_absa.csv
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,negative,data/semeval_2014_absa.csv
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,negative,data/semeval_2014_absa.csv
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative,data/semeval_2014_absa.csv
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,negative,data/semeval_2014_absa.csv
"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,positive,data/semeval_2014_absa.csv
"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",works,positive,data/semeval_2014_absa.csv
Mostly I love the drag and drop feature.,drag and drop feature,positive,data/semeval_2014_absa.csv
"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,negative,data/semeval_2014_absa.csv
"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,positive,data/semeval_2014_absa.csv
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,positive,data/semeval_2014_absa.csv
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,positive,data/semeval_2014_absa.csv
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",GarageBand,positive,data/semeval_2014_absa.csv
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iMovie,positive,data/semeval_2014_absa.csv
The screen is very large and crystal clear with amazing colors and resolution.,screen,positive,data/semeval_2014_absa.csv
The screen is very large and crystal clear with amazing colors and resolution.,colors,positive,data/semeval_2014_absa.csv
The screen is very large and crystal clear with amazing colors and resolution.,resolution,positive,data/semeval_2014_absa.csv
"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,negative,data/semeval_2014_absa.csv
"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes,positive,data/semeval_2014_absa.csv
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",Size,negative,data/semeval_2014_absa.csv
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,neutral,data/semeval_2014_absa.csv
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,negative,data/semeval_2014_absa.csv
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,negative,data/semeval_2014_absa.csv
  Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,negative,data/semeval_2014_absa.csv
"It has no camera but, I can always buy and install one easy.",camera,conflict,data/semeval_2014_absa.csv
"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,positive,data/semeval_2014_absa.csv
The AMD Turin processor seems to always perform so much better than Intel.,AMD Turin processor,positive,data/semeval_2014_absa.csv
The AMD Turin processor seems to always perform so much better than Intel.,Intel,negative,data/semeval_2014_absa.csv
